brand,model,screen_size,color,harddisk,cpu,ram,os,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,cpu_brand,cpu_type,cpu_speed_ghz,ram_gb,storage_size_gb,storage_type,screen_size_inches,price_per_gb_ram,storage_efficiency,performance_tier
Samsung,Np964Xfg-Kc1Us,16 Inches,Graphite,512 Gb,Intel Core i7,32 Gb,Windows 11 Pro,Unknown,Integrated,Unknown,2.2 Ghz,4.0,1939.99,Intel,i7,0.0,32.0,512,Unknown,16.0,58.78757575757576,512.0,High-End
Asus,Asus Chromebook Cx1,15.6 Inches,Silver,64 Gb,Celeron N3350,8 Gb,Chrome Os,Unknown,Integrated,Unknown,2.4 Ghz,4.1,247.05,Other,Celeron,0.0,8.0,64,Unknown,15.6,27.450000000000003,64.0,Entry-Level
Acer,Cp513-1H-S338,13.3 Inches,Silver,64 Gb,Snapdragon,8 Gb,Chrome Os,Backlit Kb,Integrated,Unknown,Unknown,4.4,424.46,Other,Other,0.0,8.0,64,Unknown,13.3,47.16222222222222,64.0,Budget
Razer,Blade 16,16 Inches,Mercury,1 Tb,Intel Core i9,32 Gb,Windows 11,Unknown,Dedicated,Unknown,Unknown,3.8,3611.89,Intel,i9,0.0,32.0,1,Unknown,16.0,109.45121212121212,1.0,High-End
Hp,Hp Envy,15 Inches,Black,1 Tb,Ryzen 5,32 Gb,Windows 11,Unknown,Integrated,Amd Radeon Graphics,Unknown,4.3,685.0,Other,Ryzen 5,0.0,32.0,1,Unknown,15.0,20.757575757575758,1.0,Mid-Range
Lg,16T90Q-K.Aag6U1,16 Inches,Green,512 Gb,Core i5,16 Gb,Windows 11 Home,Lightweight,Intel Xe,Unknown,Unknown,4.2,1284.93,Other,i5,0.0,16.0,512,Unknown,16.0,75.58411764705883,512.0,Mid-Range
Hp,Pavilion X360,14 Inches,Natural Silver,256 Gb,Core i5,8 Gb,Windows 10 Home,Backlit Keyboard,Integrated,Unknown,Unknown,4.5,570.0,Other,i5,0.0,8.0,256,Unknown,14.0,63.333333333333336,256.0,Budget
Hp,Hp Laptop 17-Cn0025Nr,17.3 Inches,Natural Silver,256 Gb,Intel Core i5-1135G7,8 Gb,Windows 11 Home,"Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,Unknown,Unknown,4.5,576.99,Intel,i5,0.0,8.0,256,Unknown,17.3,64.11,256.0,Budget
Lenovo,Thinkpad X1 Carbon Gen 11 Laptop Pc,14 Inches,Touchscreen,1 Tb,Core i7 Family,32 Gb,Windows 11 Pro,Unknown,Integrated,Intel Iris,Unknown,5.0,1949.99,Other,i7,0.0,32.0,1,Unknown,14.0,59.09060606060606,1.0,High-End
Lg,16Z90Rs-K.Adw8U1,16 Inches,Dynamic White,1 Tb,Intel Core i7,32 Gb,Windows 11 Home,Unknown,Integrated,Unknown,5 Ghz,4.3,1757.57,Intel,i7,0.0,32.0,1,Unknown,16.0,53.25969696969697,1.0,High-End
Hp,"Hp 17.3""",17.3 Inches,Black,1 Tb,Core i3,16 Gb,Windows 11,Anti-Glare,Integrated,Intel Uhd Graphics,Unknown,4.2,557.0,Other,i3,0.0,16.0,1,Unknown,17.3,32.76470588235294,1.0,Mid-Range
Msi,Vector Gp77 13Vg-096Us,17.3 Inches,Cosmo Gray,1 Tb,Core i9,32 Gb,Windows 11 Pro,Unknown,Dedicated,Nvidia Geforce Rtx 4070,Unknown,4.2,1999.99,Other,i9,0.0,32.0,1,Unknown,17.3,60.60575757575758,1.0,High-End
Msi,Katana 17 B13Vfk-835Us,17.3 Inches,Black,512 Gb,Core i7,32 Gb,Windows 11 Home,Unknown,Dedicated,Nvidia Geforce Rtx 4060,2.4 Ghz,4.2,1399.0,Other,i7,0.0,32.0,512,Unknown,17.3,42.39393939393939,512.0,High-End
Lenovo,Thinkpad T480,14 Inches,Black,256 Gb,Core i5,16 Gb,Windows 10 Pro,Fingerprint Reader,Integrated,Unknown,Unknown,4.1,219.0,Other,i5,0.0,16.0,256,Unknown,14.0,12.882352941176471,256.0,Mid-Range
Asus,Proart Studiobook 16,16 Inches,Mineral Black,32 Gb,Core i9,32 Gb,Windows 11 Home,Unknown,Dedicated,Nvidia Geforce Rtx 4060,Unknown,2.5,2199.0,Other,i9,0.0,32.0,32,Unknown,16.0,66.63636363636364,32.0,High-End
Asus,Zenbook Pro 14 Duo,14.5 Inches,Tech Black,1 Tb,Intel Core i9,32 Gb,Windows 11 Home,Unknown,Dedicated,Nvidia Geforce Rtx 4050,Unknown,4.1,2299.99,Intel,i9,0.0,32.0,1,Unknown,14.5,69.69666666666666,1.0,High-End
Asus,Vivobook 16,16 Inches,Indie Black,512 Gb,Ryzen 5,8 Gb,Windows 11 Home,Fingerprint Sensor,Integrated,Unknown,Unknown,4.6,561.0,Other,Ryzen 5,0.0,8.0,512,Unknown,16.0,62.333333333333336,512.0,Budget
Lenovo,"Lenovo 14"" Laptop",14 Inches,Gray,256 Gb,Pentium,4 Gb,Windows 11,Unknown,Integrated,Intel,Unknown,4.2,181.99,Other,Pentium,0.0,4.0,256,Unknown,14.0,36.398,256.0,Entry-Level
Msi,Vector Gp68Hx 13Vh-098Us,16 Inches,Cosmo Gray,1 Tb,Core i9,16 Gb,Windows 11 Home,Unknown,Dedicated,Nvidia Geforce Rtx 4080,Unknown,5.0,2091.05,Other,i9,0.0,16.0,1,Unknown,16.0,123.0029411764706,1.0,High-End
Asus,Asus Zenbook Pro 16,16 Inches,Tech Black,2 Tb,Core i9,32 Gb,Windows 11 Pro,Fingerprint Reader,Rtx 3060,Unknown,Unknown,4.2,2499.0,Other,i9,0.0,32.0,2,Unknown,16.0,75.72727272727273,2.0,High-End
Hp,Chromebook 11A,11.6 Inches,Ash Gray,512 Gb,MediaTek MT8183,4 Gb,Chrome Os,Anti Glare Coating,Integrated,Mediatek,Unknown,4.4,160.0,Other,Other,0.0,4.0,512,Unknown,11.6,32.0,512.0,Entry-Level
Asus,Asus Vivobook Go 14,14 Inches,Quiet Blue,64 Gb,Celeron,4 Gb,Windows 11 Home S,Unknown,Integrated,Intel Uhd Graphics,Unknown,4.1,231.85,Other,Celeron,0.0,4.0,64,Unknown,14.0,46.37,64.0,Entry-Level
Hp,Hp Pavilion,14 Inches,Gold,256 Gb,Intel Core i5-1135G7,8 Gb,Windows 11,Fingerprint Reader,Integrated,Unknown,Unknown,4.5,514.99,Intel,i5,0.0,8.0,256,Unknown,14.0,57.221111111111114,256.0,Budget
Asus,Asus Zenbook Pro Duo 15,15.6 Inches,Celestial Blue,1 Tb,Core i9,32 Gb,Windows 10 Pro,Backlit Keyboard,Rtx 3060,Unknown,Unknown,4.6,2849.0,Other,i9,0.0,32.0,1,Unknown,15.6,86.33333333333333,1.0,High-End
Asus,Asus Br1100,11.6 Inches,Dark Grey,64 Gb,Celeron,4 Gb,Windows 10 Pro,Anti Glare Coating,Integrated,Unknown,Unknown,4.1,279.99,Other,Celeron,0.0,4.0,64,Unknown,11.6,55.998000000000005,64.0,Entry-Level
Lenovo,Lenovo Ideapad,15.6 Inches,Gray,256 Gb,Intel Core i5-1135G7,12 Gb,Windows 11 Home,Fhd Touch Screen,Integrated,Unknown,Unknown,4.3,561.99,Intel,i5,0.0,12.0,256,Unknown,15.6,43.230000000000004,256.0,Mid-Range
Lenovo,Lenovo Yoga 7I,16 Inches,Gray,256 Gb,Intel Core i5,8 Gb,Windows 11 Home,Backlit Keyboard,Integrated,Unknown,Unknown,4.1,682.0,Intel,i5,0.0,8.0,256,Unknown,16.0,75.77777777777777,256.0,Budget
Dell,Inspiron 14 5425,14 Inches,Pebble Green,512 Gb,AMD Ryzen 7,8 Gb,Windows 11 Pro,Anti-Glare,Amd Radeon Graphics,Unknown,Unknown,4.1,542.95,AMD,Ryzen 7,0.0,8.0,512,Unknown,14.0,60.32777777777778,512.0,Mid-Range
Lenovo,Thinkpad,14 Inches,Black,512 Gb,Intel Core i7,16 Gb,Windows 10 Pro,"Fingerprint Reader, Hd Audio, Spill Resistant, High Definition Audio, Anti Glare Coating",Integrated,Unknown,Unknown,4.2,1249.0,Intel,i7,0.0,16.0,512,Unknown,14.0,73.47058823529412,512.0,High-End
Samsung,Galaxy Chromebook,13.3 Inches,Fiesta Red,256 Gb,Core i5-10210U,8 Gb,Chrome Os,Support Stylus,Integrated,Unknown,Unknown,4.2,643.0,Other,i5,0.0,8.0,256,Unknown,13.3,71.44444444444444,256.0,Budget
Acer,Cb317-1H-C6Rk,17.3 Inches,Silver,128 Gb,Celeron N,4 Gb,Chrome Os,Numeric Keypad,Integrated,Unknown,Unknown,3.5,328.67,Other,Celeron,0.0,4.0,128,Unknown,17.3,65.73400000000001,128.0,Entry-Level
Dell,Inspiron 15 3530,15.6 Inches,Black,2 Tb,Core i7 Family,64 Gb,Windows 11 Home,Unknown,Integrated,Intel Iris Xe Graphics,Unknown,4.2,1000.0,Other,i7,0.0,64.0,2,Unknown,15.6,15.384615384615385,2.0,High-End
Lg,15Z90Rt-K.Adb9U1,16 Inches,Neptune Blue,2 Tb,Intel Core i7,32 Gb,Windows 11 Home,Unknown,Integrated,Intel Iris,Unknown,4.7,1899.0,Intel,i7,0.0,32.0,2,Unknown,16.0,57.54545454545455,2.0,High-End
Acer,A514-56M-576D,14 Inches,Gray,512 Gb,Core i5,8 Gb,Windows 11 Home,Backlit Keyboard,Integrated,Unknown,Unknown,4.2,499.99,Other,i5,0.0,8.0,512,Unknown,14.0,55.55444444444444,512.0,Budget
Dell,Inspiron 5620 Laptop,16 Inches,"Gray, Platinum Silver",1000 Gb,Core i7,32 Gb,Windows 11 Pro,Unknown,Integrated,Intel Integrated Graphics,Unknown,4.2,1020.33,Other,i7,0.0,32.0,1000,Unknown,16.0,30.91909090909091,1000.0,High-End
Hp,17-Cn0003Dx,17.3 Inches,Silver,1000 Gb,Intel Core i3,32 Gb,Windows 11,Unknown,Integrated,Intel,Unknown,4.0,619.99,Intel,i3,0.0,32.0,1000,Unknown,17.3,18.78757575757576,1000.0,Mid-Range
Lenovo,E15,13 Inches,Black,256 Gb,8032,8 Gb,Windows 10 Pro,Anti-Glare,Integrated,Unknown,Unknown,4.5,799.0,Other,Other,0.0,8.0,256,Unknown,13.0,88.77777777777777,256.0,Budget
Dell,Xps 13 9315,13.4 Inches,Sky,1 Tb,Core i7,32 Gb,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,Unknown,Unknown,2.8,1126.85,Other,i7,0.0,32.0,1,Unknown,13.4,34.14696969696969,1.0,High-End
Lenovo,82Xq001Gus,15.6 Inches,Black,256 Gb,AMD Ryzen 3 2300X,8 Gb,Windows 11 Home,Unknown,Integrated,Amd Radeon 610M,2.4 Ghz,5.0,499.0,AMD,Ryzen 3,0.0,8.0,256,Unknown,15.6,55.44444444444444,256.0,Budget
Lenovo,Lenovo Ideapad Flex 5,14 Inches,Graphite Grey,256 Gb,Ryzen 5 5500U,16 Gb,Windows 11,Fingerprint Reader,Integrated,Unknown,Unknown,4.4,622.04,Other,Ryzen 5,0.0,16.0,256,Unknown,14.0,36.59058823529411,256.0,Mid-Range
Dell,Latitude,15.6 Inches,Black,256 Gb,Core i5,8 Gb,Windows 11 Pro,Anti-Glare Screen,Integrated,Intel,Unknown,5.0,748.47,Other,i5,0.0,8.0,256,Unknown,15.6,83.16333333333334,256.0,Budget
Asus,Asus Zenbook Pro Duo 15,15.6 Inches,Black,1 Tb,Core i7,16 Gb,Unknown,Nanoedge,Rtx 3070Ti,Nvidia Geforce Rtx 3070,4.7 Ghz,4.4,2499.99,Other,i7,0.0,16.0,1,Unknown,15.6,147.05823529411762,1.0,High-End
Dell,Xps 13 9320,13.4 Inches,Platinum,1 Tb,Core i7,16 Gb,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,Unknown,Unknown,5.0,1305.17,Other,i7,0.0,16.0,1,Unknown,13.4,76.77470588235295,1.0,High-End
Razer,Blade 15,15.6 Inches,Black With Illuminated Razer Logo,1 Tb,Intel Core i7 12800H,16 Gb,Windows 11 Home,Anti Glare Coating,Rtx 3070 Ti,Unknown,Unknown,4.2,1659.68,Intel,i7,0.0,16.0,1,Unknown,15.6,97.62823529411764,1.0,High-End
Hp,Hp Notebook 15-Dy1731Ms,15.6 Inches,Silver,128 Gb,Intel Core i3,8 Gb,Windows 10,Stereo Speakers,Integrated,Unknown,Unknown,4.5,377.0,Intel,i3,0.0,8.0,128,Unknown,15.6,41.888888888888886,128.0,Budget
Lenovo,Newest Flagship Lenovo Chromebook,14 Inches,Abyss Blue,64 Gb,Cortex,4 Gb,Chrome Os,Unknown,Integrated,Integrated Arm Mali-G52 2Ee Mc2 Gpu,Unknown,4.2,299.0,Other,Other,0.0,4.0,64,Unknown,14.0,59.8,64.0,Entry-Level
Dell,Latitude 5530,15.6 Inches,Grey,1 Tb,Core i5 Family,32 Gb,Windows 11 Pro,Unknown,Integrated,Intel Iris Xe Graphics,Unknown,5.0,939.99,Other,i5,0.0,32.0,1,Unknown,15.6,28.484545454545454,1.0,Mid-Range
Acer,An16-41-R5Kc,16 Inches,Black,1 Tb,Ryzen 9,16 Gb,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,Unknown,Unknown,5.0,1649.99,Other,Ryzen 9,0.0,16.0,1,Unknown,16.0,97.05823529411765,1.0,High-End
Asus,Zephyrus Duo,16 Inches,Black,2 Tb,Ryzen 9,32 Gb,Windows 11 Pro,Anti Glare Coating,Dedicated,Unknown,Unknown,3.5,3849.99,Other,Ryzen 9,0.0,32.0,2,Unknown,16.0,116.66636363636363,2.0,High-End
Asus,Asus Laptop L210,11.6 Inches,Star Black,64 Gb,Celeron,4 Gb,Windows 11 S,Unknown,Integrated,Unknown,2.8 Ghz,4.0,252.54,Other,Celeron,0.0,4.0,64,Unknown,11.6,50.507999999999996,64.0,Entry-Level
Hp,Pavilion X360,14 Inches,Gold,256 Gb,Core i5-1130G7,8 Gb,Windows 11 Home,Fingerprint Reader,Integrated,Unknown,Unknown,4.6,499.99,Other,i5,0.0,8.0,256,Unknown,14.0,55.55444444444444,256.0,Budget
Lg,16Z90Q-R.Aas8U1,16 Inches,Gray,1 Tb,Core i7,16 Gb,Windows 11 Home,Unknown,Rtx2050,Intel Iris Xe Graphics,Unknown,4.5,1612.99,Other,i7,0.0,16.0,1,Unknown,16.0,94.88176470588235,1.0,High-End
Samsung,Samsung Chromebook,12.2 Inches,Light Titan,32 Gb,Celeron,4 Gb,Chrome Os,Pen,Integrated,Unknown,Unknown,4.5,447.95,Other,Celeron,0.0,4.0,32,Unknown,12.2,89.59,32.0,Entry-Level
Lenovo,Ideapad,15.6 Inches,Grey,1 Tb,Core i3,20 Gb,Windows 11 Home,Numeric Keypad,Integrated,Unknown,Unknown,4.4,487.0,Other,i3,0.0,20.0,1,Unknown,15.6,23.19047619047619,1.0,Mid-Range
Lenovo,2022,13.3 Inches,Graphite Grey,512 Gb,Others,4 Gb,Chrome Os,Anti Glare Coating,Integrated,Intel Integrated Graphics,Unknown,4.1,433.99,Other,Other,0.0,4.0,512,Unknown,13.3,86.798,512.0,Entry-Level
Hp,6M0Z7Ua#Aba,15.6 Inches,Black,512 Gb,Intel Core i5-1135G7,16 Gb,Windows 11 Home,Unknown,Integrated,Unknown,2.4 Ghz,4.3,520.0,Intel,i5,0.0,16.0,512,Unknown,15.6,30.58823529411765,512.0,Mid-Range
Lg,17Z90R-K.Aab8U1,17 Inches,Black,1 Tb,Intel Core i7,16 Gb,Windows 11 Home,Anti-Glare,Integrated,Unknown,Unknown,4.0,1399.99,Intel,i7,0.0,16.0,1,Unknown,17.0,82.35235294117648,1.0,High-End
Dell,Latitude,15.6 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Pro,Information Not Available,Integrated,Unknown,Unknown,5.0,1428.96,Other,i7,0.0,16.0,512,Unknown,15.6,84.0564705882353,512.0,High-End
Dell,Alienware X15 R2 Laptop,15.6 Inches,Lunar Light,512 Gb,Core i7,16 Gb,Windows 11 Pro,Unknown,Dedicated,Nvidia Geforce Rtx 3060,Unknown,4.2,1749.33,Other,i7,0.0,16.0,512,Unknown,15.6,102.90176470588234,512.0,High-End
Hp,Hp Pavilion X360,14 Inches,Silver,512 Gb,Core i5,8 Gb,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,Unknown,Unknown,4.2,608.0,Other,i5,0.0,8.0,512,Unknown,14.0,67.55555555555556,512.0,Budget
Lg,16Z90R-A.Adb9U1,16 Inches,Black,2 Tb,Intel Core i7,32 Gb,Windows 11 Home,Anti-Glare,Dedicated,Unknown,Unknown,4.1,1896.99,Intel,i7,0.0,32.0,2,Unknown,16.0,57.484545454545454,2.0,High-End
Asus,Tuf Gaming F15,15.6 Inches,Black,512 Gb,Core i5,16 Gb,Windows 11 Home,Unknown,Dedicated,Unknown,4.5 Ghz,4.3,999.0,Other,i5,0.0,16.0,512,Unknown,15.6,58.76470588235294,512.0,Mid-Range
Asus,Vivobook,14 Inches,Grey,256 Gb,Core i3,8 Gb,Windows 11,Backlit Keyboard,Intel Uhd Graphics,Unknown,Unknown,4.4,357.5,Other,i3,0.0,8.0,256,Unknown,14.0,39.72222222222222,256.0,Budget
Msi,Pulse Gl66,15.6 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Home,Anti Glare Coating,Integrated,Unknown,Unknown,4.5,1465.8,Other,i7,0.0,16.0,512,Unknown,15.6,86.2235294117647,512.0,High-End
Lg,16Z90Rs-K.Aaw7U1,16 Inches,White,1 Tb,Intel Core i7,16 Gb,Windows 11 Home,Unknown,Integrated,Unknown,5 Ghz,2.9,1799.0,Intel,i7,0.0,16.0,1,Unknown,16.0,105.82352941176471,1.0,High-End
Dell,Inspiron,15.6 Inches,Black,1000 Gb,Intel Core i7,32 Gb,Windows 11,"Memory Card Slot, Numeric Keypad",Integrated,Unknown,Unknown,4.2,949.99,Intel,i7,0.0,32.0,1000,Unknown,15.6,28.78757575757576,1000.0,High-End
Hp,Chromebook,14 Inches,Mineral Silver,32 Gb,Celeron N,4 Gb,Chrome Os,Stereo Speakers,Integrated,Unknown,Unknown,4.5,150.0,Other,Celeron,0.0,4.0,32,Unknown,14.0,30.0,32.0,Entry-Level
Lg,14Z90Rs-K.Adw9U1,14 Inches,Dynamic White,1 Tb,Intel Core i7,32 Gb,Windows 11 Home,Unknown,Integrated,Unknown,5 Ghz,4.2,1796.99,Intel,i7,0.0,32.0,1,Unknown,14.0,54.45424242424242,1.0,High-End
Msi,Pulse 15 B13Vgk-1262Us,15.6 Inches,Black,1 Tb,Core i7,32 Gb,Windows 11 Pro,Unknown,Dedicated,Nvidia Geforce Rtx 4070,Unknown,4.2,1697.23,Other,i7,0.0,32.0,1,Unknown,15.6,51.43121212121212,1.0,High-End
Dell,Alienware M15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side Of The Moon,512 Gb,AMD Ryzen 7,16 Gb,Windows 11 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 3060,Unknown,Unknown,4.0,1497.99,AMD,Ryzen 7,0.0,16.0,512,Unknown,15.6,88.11705882352942,512.0,High-End
Asus,Vivobook S 14 Flip Oled,14 Inches,Blue,1 Tb,Ryzen 7 5800H,16 Gb,Windows 11 Home,"Hd Audio, Fingerprint Reader, Backlit Keyboard, Support Stylus",Integrated,Unknown,Unknown,4.1,1099.99,Other,Ryzen 7,0.0,16.0,1,Unknown,14.0,64.70529411764706,1.0,High-End
Hp,Hp Victus,15.6 Inches,Mica Silver,512 Gb,Ryzen 5,16 Gb,Windows 11 Home,"144Hz Refresh Rate, Backlit Keyboard",Geforce Rtx 2050,Unknown,Unknown,3.4,699.0,Other,Ryzen 5,0.0,16.0,512,Unknown,15.6,41.11764705882353,512.0,Mid-Range
Hp,Hp,14 Inches,Ash Gray,64 Gb,Celeron,4 Gb,Chrome Os,Numeric Keypad,Integrated,Unknown,Unknown,4.1,239.0,Other,Celeron,0.0,4.0,64,Unknown,14.0,47.8,64.0,Entry-Level
Microsoft,Surface Laptop 4,13.5 Inches,Black,512 Gb,Core i7,16 Gb,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,Unknown,5.0,1198.99,Other,i7,0.0,16.0,512,Unknown,13.5,70.52882352941177,512.0,High-End
Dell,Latitude 7000,13.3 Inches,Black,512 Gb,Core i5,16 Gb,Windows 11,"Anti-Reflection, Anti-Smudge, Anti-Glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,4.6,1680.56,Other,i5,0.0,16.0,512,Unknown,13.3,98.8564705882353,512.0,Mid-Range
Apple,Macbook Pro,13.3 Inches,Space Gray,512 Gb,Core i7,16 Gb,Mac Os,Unknown,Integrated,Unknown,Unknown,4.7,911.0,Other,i7,0.0,16.0,512,Unknown,13.3,53.588235294117645,512.0,High-End
Asus,Asus,14 Inches,Black,64 Gb,Celeron,4 Gb,Windows 10,Stereo Speakers,Integrated,Unknown,Unknown,4.2,129.99,Other,Celeron,0.0,4.0,64,Unknown,14.0,25.998,64.0,Entry-Level
Acer,Sfx14-51G-71Y1,14 Inches,Green,512 Gb,Intel Core i7,16 Gb,Windows 11 Home,Backlit Keyboard,Dedicated,Unknown,Unknown,4.2,886.37,Intel,i7,0.0,16.0,512,Unknown,14.0,52.13941176470588,512.0,High-End
Samsung,Xe530Qda-Kb1Us,13.3 Inches,Mercury Grey,512 Gb,Core i3,16 Gb,Chrome Os,Unknown,Integrated,Intel Uhd Graphics,2.1 Ghz,4.4,729.0,Other,i3,0.0,16.0,512,Unknown,13.3,42.88235294117647,512.0,Mid-Range
Hp,Elitebook 840 G3,14 Inches,Silver,256 Gb,Athlon,8 Gb,Windows 10 Pro,Speakers,Integrated,Unknown,Unknown,4.0,159.99,Other,Other,0.0,8.0,256,Unknown,14.0,17.776666666666667,256.0,Budget
Hp,Hp Pavilion,15.6 Inches,Horizon Blue,1 Tb,AMD Ryzen 7,32 Gb,Windows 11,Unknown,Amd Radeon Graphics,Amd Radeon Graphics,Unknown,4.1,732.0,AMD,Ryzen 7,0.0,32.0,1,Unknown,15.6,22.181818181818183,1.0,High-End
Lenovo,Lenovo Ideapad 3,15.6 Inches,Platinum Grey,128 Gb,Celeron N4000,4 Gb,Windows 10 Home,Hd,Integrated,Unknown,Unknown,4.1,185.95,Other,Celeron,0.0,4.0,128,Unknown,15.6,37.19,128.0,Entry-Level
Acer,Cb314-1H-C884,14 Inches,Blue,64 Gb,Celeron N,4 Gb,Chrome Os,Unknown,Integrated,Intel,Unknown,4.4,204.0,Other,Celeron,0.0,4.0,64,Unknown,14.0,40.8,64.0,Entry-Level
Acer,A517-52-75N6,17.3 Inches,Silver,512 Gb,Intel Core i7,16 Gb,Windows,Fingerprint Reader,Integrated,Unknown,Unknown,4.0,699.99,Intel,i7,0.0,16.0,512,Unknown,17.3,41.17588235294118,512.0,High-End
Lenovo,Ideapad 3I,15.6 Inches,Gray,512 Gb,Intel Core i5-1135G7,8 Gb,Windows 11,Hd,Integrated,Unknown,Unknown,4.2,485.0,Intel,i5,0.0,8.0,512,Unknown,15.6,53.888888888888886,512.0,Budget
Dell,Latitude,15.6 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Pro,Information Not Available,Integrated,Unknown,Unknown,4.2,1499.99,Other,i7,0.0,16.0,512,Unknown,15.6,88.23470588235294,512.0,High-End
Asus,Tp470Ea-As34T,14 Inches,Indie Black,128 Gb,Core i3,4 Gb,Windows 10 S,Fingerprint Reader,Integrated,Unknown,Unknown,4.3,460.48,Other,i3,0.0,4.0,128,Unknown,14.0,92.096,128.0,Entry-Level
Lg,Lg Gram,17 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Pro,Unknown,Integrated,Intel Iris Xe Graphics Eligible Integrated,3.7 Ghz,4.2,1199.0,Other,i7,0.0,16.0,512,Unknown,17.0,70.52941176470588,512.0,High-End
Lenovo,Ideapad,14 Inches,Gray,64 Gb,Celeron N4020,4 Gb,Windows 11,Unknown,Integrated,Intel,Unknown,4.2,220.69,Other,Celeron,0.0,4.0,64,Unknown,14.0,44.138,64.0,Entry-Level
Acer,An16-41-R1We,16 Inches,Black,512 Gb,AMD Ryzen 7,16 Gb,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,Unknown,Unknown,5.0,1241.46,AMD,Ryzen 7,0.0,16.0,512,Unknown,16.0,73.02705882352942,512.0,High-End
Lenovo,Ideapad3I-14-I5,14 Inches,Platinum Gray,512 Gb,Core i5-10210U,8 Gb,Windows 11 Home,Narrow Bezel,Integrated,Unknown,Unknown,4.2,443.0,Other,i5,0.0,8.0,512,Unknown,14.0,49.22222222222222,512.0,Budget
Hp,"2023 Newest Hp 14"" Chromebook",14 Inches,Modern Gray,64 Gb,Celeron N,4 Gb,Chrome Os,Unknown,Integrated,Intel Uhd Graphics 600,Unknown,4.2,225.0,Other,Celeron,0.0,4.0,64,Unknown,14.0,45.0,64.0,Entry-Level
Panasonic,Panasonic Toughbook,14 Inches,Silver/Black,1 Tb,Core i5,16 Gb,Windows 10,"Spill-Resistant,Stereo",Integrated,Unknown,Unknown,3.6,655.96,Other,i5,0.0,16.0,1,Unknown,14.0,38.58588235294118,1.0,Mid-Range
Dell,Inspiron,15.6 Inches,Black,1 Tb,Core i5,32 Gb,Windows 11 Pro,Unknown,Integrated,Intel Uhd Graphics,2.4 Ghz,5.0,689.65,Other,i5,0.0,32.0,1,Unknown,15.6,20.89848484848485,1.0,Mid-Range
Asus,"17.3"" Chromebook",17.3 Inches,Transparent Silver,64 Gb,Pentium Other,4 Gb,Chrome Os,"Chiclet Keyboard, 1.5Mm Key-Travel , Camera",Integrated,Unknown,Unknown,4.0,246.0,Other,Pentium,0.0,4.0,64,Unknown,17.3,49.2,64.0,Entry-Level
Lenovo,Slim 7 82Vb,16 Inches,Storm Grey,4 Tb,Core i7 Family,32 Gb,Windows 11 Pro,"Hd Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,1949.0,Other,i7,0.0,32.0,4,Unknown,16.0,59.06060606060606,4.0,High-End
Hp,Elitebook 655 G9,15.6 Inches,Black,512 Gb,Ryzen 5,16 Gb,Windows 10 Pro,Anti-Glare Screen,Radeon Graphics,Amd Radeon Graphics,Unknown,5.0,1137.02,Other,Ryzen 5,0.0,16.0,512,Unknown,15.6,66.8835294117647,512.0,Mid-Range
Asus,Cxb170Ck,17.3 Inches,Silver,64 Gb,Celeron,4 Gb,Chrome Os,Anti-Glare,Integrated,Unknown,Unknown,4.5,247.36,Other,Celeron,0.0,4.0,64,Unknown,17.3,49.472,64.0,Entry-Level
Acer,An515-58-725A,15.6 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Home,Anti Glare Coating,Dedicated,Unknown,Unknown,4.6,1199.0,Other,i7,0.0,16.0,512,Unknown,15.6,70.52941176470588,512.0,High-End
Acer,Acer Aspire 3,15.6 Inches,Blue,512 Gb,Ryzen 5,8 Gb,Windows 11 Home,Unknown,Integrated,Amd Radeon,Unknown,4.3,450.0,Other,Ryzen 5,0.0,8.0,512,Unknown,15.6,50.0,512.0,Budget
Asus,S5402Za-Is74,14.5 Inches,Black,512 Gb,Core i7,12 Gb,Windows 11 Home,Anti-Glare,Integrated,Unknown,2.3 Ghz,3.8,689.49,Other,i7,0.0,12.0,512,Unknown,14.5,53.03769230769231,512.0,Mid-Range
Asus,Rog Strix Scar G533Z,15.6 Inches,Off Black,4 Tb,Intel Core i9,64 Gb,Windows 11 Pro,"Hd Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,2819.0,Intel,i9,0.0,64.0,4,Unknown,15.6,43.36923076923077,4.0,High-End
